Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
100500914	MIR3610	NC_000008.11	-	116874728	116874800	0.0	0.0	0.0
100310857	SNRPCP15	NC_000008.11	+	7170534	7171309	0.0	0.0	0.0
392181	RPL23AP96	NC_000008.11	-	6898844	6899480	0.0	0.0	0.0
100419416	SRPK2P	NC_000008.11	-	62863097	62864188	0.0	0.0	0.0
105375787	LOC105375787	NC_000008.11	+	141254567	141256817	0.0	0.0	0.0
10947	AP3M2	NC_000008.11	+	42153063	42171183	0.0	0.0	0.0
6542	SLC7A2	NC_000008.11	+	17497088	17570566	0.0	0.0	0.0
112163524	MTND4P39	NC_000008.11	-	67585601	67586959	0.0	0.0	0.0
9694	EMC2	NC_000008.11	+	108443624	108489196	0.0	0.0	0.0
106480463	RN7SKP97	NC_000008.11	-	61631680	61632012	0.0	0.0	0.0
5533	PPP3CC	NC_000008.11	+	22441078	22541125	0.0	0.0	0.0
406907	MIR124-1	NC_000008.11	-	9903388	9903472	0.0	0.0	0.0
693182	MIR597	NC_000008.11	+	9741672	9741768	0.0	0.0	0.0
100379299	RNY4P5	NC_000008.11	+	123044717	123044811	0.0	0.0	0.0
100271201	RPL31P41	NC_000008.11	+	65155407	65155778	0.0	0.0	0.0
26795	SNORD54	NC_000008.11	-	56073839	56073901	0.0	0.0	0.0
79848	CSPP1	NC_000008.11	+	67064368	67196614	0.0	0.0	0.0
389662	SEPTIN10P1	NC_000008.11	-	56476630	56478278	0.0	0.0	0.0
106479198	RN7SKP231	NC_000008.11	+	91594965	91595202	0.0	0.0	0.0
81501	DCSTAMP	NC_000008.11	+	104339796	104356689	0.0	0.0	0.0
124902104	LOC124902104	NC_000008.11	+	28782450	28782539	0.0	0.0	0.0
102465508	MIR6843	NC_000008.11	-	27610601	27610751	0.0	0.0	0.0
693183	MIR598	NC_000008.11	-	11035206	11035302	0.0	0.0	0.0
157848	NKX6-3	NC_000008.11	-	41645177	41650817	0.0	0.0	0.0
157530	ST13P6	NC_000008.11	+	133407664	133409525	0.0	0.0	0.0
286122	LINC02904	NC_000008.11	+	143039209	143054303	0.0	0.0	0.0
23221	RHOBTB2	NC_000008.11	+	22987251	23020199	0.0	0.0	0.0
642658	SCX	NC_000008.11	+	144266453	144268481	0.0	0.0	0.0
100271260	RPS3AP34	NC_000008.11	-	12570306	12571154	0.0	0.0	0.0
124902105	LOC124902105	NC_000008.11	-	123454981	123455107	0.0	0.0	0.0
106481129	RN7SL760P	NC_000008.11	-	73833773	73834042	0.0	0.0	0.0
29883	CNOT7	NC_000008.11	-	17224966	17246857	0.0	0.0	0.0
54984	PINX1	NC_000008.11	-	10764961	10839875	0.0	0.0	0.0
91694	LONRF1	NC_000008.11	-	12721906	12755526	0.0	0.0	0.0
406908	MIR124-2	NC_000008.11	+	64379149	64379257	0.0	0.0	0.0
81551	STMN4	NC_000008.11	-	27235308	27258404	0.0	0.0	0.0
2222	FDFT1	NC_000008.11	+	11795582	11839309	0.0	0.0	0.0
100271261	RPS3AP35	NC_000008.11	-	12628432	12629280	0.0	0.0	0.0
101926926	RDH10-AS1	NC_000008.11	-	73310906	73356461	0.0	0.0	0.0
93100	NAPRT	NC_000008.11	-	143574785	143578330	0.0	0.0	0.0
105375690	LOC105375690	NC_000008.11	-	103481280	103501910	0.0	0.0	0.0
80185	TTI2	NC_000008.11	-	33498722	33513135	0.0	0.0	0.0
102465509	MIR6846	NC_000008.11	-	144057321	144057380	0.0	0.0	0.0
55872	PBK	NC_000008.11	-	27809624	27837817	0.0	0.0	0.0
100422204	LOC100422204	NC_000008.11	+	12958407	12962206	0.0	0.0	0.0
10499	NCOA2	NC_000008.11	-	70109782	70404217	0.0	0.0	0.0
80223	RAB11FIP1	NC_000008.11	-	37858618	37899497	0.0	0.0	0.0
106479473	RN7SL685P	NC_000008.11	+	100957883	100958180	0.0	0.0	0.0
25897	RNF19A	NC_000008.11	-	100257067	100336204	0.0	0.0	0.0
1672	DEFB1	NC_000008.11	-	6870592	6877936	0.0	0.0	0.0
107075127	MTCYBP19	NC_000008.11	-	36277763	36278886	0.0	0.0	0.0
106479523	RN7SL826P	NC_000008.11	+	117163968	117164255	0.0	0.0	0.0
6482	ST3GAL1	NC_000008.11	-	133454848	133571887	0.0	0.0	0.0
253986	RPL10AP2	NC_000008.11	+	47157087	47157802	0.0	0.0	0.0
100616245	MIR4661	NC_000008.11	+	91205485	91205559	0.0	0.0	0.0
106480316	RNY3P14	NC_000008.11	+	70357347	70357448	0.0	0.0	0.0
6224	RPS20	NC_000008.11	-	56067254	56074506	0.0	0.0	0.0
106479093	RNU7-181P	NC_000008.11	-	130004528	130004601	0.0	0.0	0.0
3037	HAS2	NC_000008.11	-	121612116	121641440	0.0	0.0	0.0
1673	DEFB4A	NC_000008.11	+	7894677	7896716	0.0	0.0	0.0
106479928	RNU6-819P	NC_000008.11	-	47131781	47131887	0.0	0.0	0.0
55140	ELP3	NC_000008.11	+	28090232	28191153	0.0	0.0	0.0
100270840	RPL5P23	NC_000008.11	-	42341709	42342683	0.0	0.0	0.0
10987	COPS5	NC_000008.11	-	67043079	67062133	0.0	0.0	0.0
106479341	RN7SL323P	NC_000008.11	-	56022019	56022313	0.0	0.0	0.0
124900263	LOC124900263	NC_000008.11	-	56121242	56121352	0.0	0.0	0.0
399495	SLC2A3P4	NC_000008.11	+	86503416	86506947	0.0	0.0	0.0
100131770	LOC100131770	NC_000008.11	+	66481027	66481486	0.0	0.0	0.0
106481635	RNU1-148P	NC_000008.11	-	24076997	24077158	0.0	0.0	0.0
58500	ZNF250	NC_000008.11	-	144876955	144902177	0.0	0.0	0.0
389674	HNRNPA1P4	NC_000008.11	-	82290912	82292391	0.0	0.0	0.0
100129129	TDH-AS1	NC_000008.11	-	11345748	11347516	0.0	0.0	0.0
11030	RBPMS	NC_000008.11	+	30384541	30572256	0.0	0.0	0.0
392188	USP17L8	NC_000008.11	-	7971661	7973253	0.0	0.0	0.0
728938	SUB1P1	NC_000008.11	+	11789952	11791285	0.0	0.0	0.0
106481870	RNU4-25P	NC_000008.11	-	128010382	128010611	0.0	0.0	0.0
10361	NPM2	NC_000008.11	+	22024843	22036897	0.0	0.0	0.0
392226	LOC392226	NC_000008.11	-	62143113	62144593	0.0	0.0	0.0
55074	OXR1	NC_000008.11	+	106270178	106752694	0.0	0.0	0.0
2039	DMTN	NC_000008.11	+	22048931	22082525	0.0	0.0	0.0
84675	TRIM55	NC_000008.11	+	66127129	66175485	0.0	0.0	0.0
115908	CTHRC1	NC_000008.11	+	103372507	103382989	0.0	0.0	0.0
92140	MTDH	NC_000008.11	+	97644184	97730260	0.0	0.0	0.0
23513	SCRIB	NC_000008.11	-	143790925	143815773	0.0	0.0	0.0
2989	GULOP	NC_000008.11	+	27577611	27589073	0.0	0.0	0.0
106479343	RN7SL329P	NC_000008.11	+	125270604	125270902	0.0	0.0	0.0
106480331	BUD31P1	NC_000008.11	-	33641581	33641939	0.0	0.0	0.0
90362	FAM110B	NC_000008.11	+	57994523	58148784	0.0	0.0	0.0
124900264	LOC124900264	NC_000008.11	-	80316939	80317069	0.0	0.0	0.0
100859921	LINC00536	NC_000008.11	-	115950511	116325059	0.0	0.0	0.0
441377	RPS26P35	NC_000008.11	-	118761783	118762232	0.0	0.0	0.0
389676	LINC02906	NC_000008.11	-	93134095	93166850	0.0	0.0	0.0
645809	RPL23AP56	NC_000008.11	-	134978827	134979282	0.0	0.0	0.0
64641	EBF2	NC_000008.11	-	25841725	26045413	0.0	0.0	0.0
102465695	MIR7160	NC_000008.11	+	2076589	2076640	0.0	0.0	0.0
100133669	LY6E-DT	NC_000008.11	-	142982031	143018390	0.0	0.0	0.0
100419209	PRSS52P	NC_000008.11	-	10474789	10475045	0.0	0.0	0.0
760	CA2	NC_000008.11	+	85464007	85481493	0.0	0.0	0.0
9228	DLGAP2	NC_000008.11	+	737628	1708476	0.0	0.0	0.0
8588	OR7E15P	NC_000008.11	-	12696370	12697025	0.0	0.0	0.0
100422267	LOC100422267	NC_000008.11	+	50490795	50491372	0.0	0.0	0.0
2171	FABP5	NC_000008.11	+	81280536	81284775	0.0	0.0	0.0
504185	DEFB108D	NC_000008.11	-	12095028	12099535	0.0	0.0	0.0
106480961	RN7SL149P	NC_000008.11	-	41840059	41840339	0.0	0.0	0.0
100420480	LOC100420480	NC_000008.11	+	39934848	39937387	0.0	0.0	0.0
195814	SDR16C5	NC_000008.11	-	56300005	56320175	0.0	0.0	0.0
100288001	LOC100288001	NC_000008.11	-	66983922	66986455	0.0	0.0	0.0
101927774	LINC00824	NC_000008.11	-	128405269	128564679	0.0	0.0	0.0
338328	GPIHBP1	NC_000008.11	+	143213218	143217170	0.0	0.0	0.0
100422268	BRIX1P1	NC_000008.11	+	51435594	51436519	0.0	0.0	0.0
645402	USP17L4	NC_000008.11	+	7337115	7338707	0.0	0.0	0.0
100616260	MIR4663	NC_000008.11	-	123215788	123215863	0.0	0.0	0.0
286059	LOC286059	NC_000008.11	+	23068229	23083619	0.0	0.0	0.0
347051	SLC10A5	NC_000008.11	-	81693631	81695058	0.0	0.0	0.0
100216346	LOC100216346	NC_000008.11	+	80351116	80351796	0.0	0.0	0.0
102466162	MIR548AZ	NC_000008.11	+	119325171	119325265	0.0	0.0	0.0
100131775	PSMA2P2	NC_000008.11	-	93940086	93942877	0.0	0.0	0.0
619434	LINC00051	NC_000008.11	+	142198356	142209003	0.0	0.0	0.0
552860	SAMD12-AS1	NC_000008.11	+	118621001	118726067	0.0	0.0	0.0
106479515	RN7SL806P	NC_000008.11	+	42881236	42881517	0.0	0.0	0.0
101929269	LOC101929269	NC_000008.11	-	11062652	11067089	0.0	0.0	0.0
2907	GRINA	NC_000008.11	+	143990056	143993415	0.0	0.0	0.0
441374	FLJ42969	NC_000008.11	+	101052054	101076251	0.0	0.0	0.0
1052	CEBPD	NC_000008.11	-	47736913	47738164	0.0	0.0	0.0
106481347	RNU6-526P	NC_000008.11	-	9371090	9371195	0.0	0.0	0.0
101926947	LINC01617	NC_000008.11	+	73878982	73883074	0.0	0.0	0.0
80778	ZNF34	NC_000008.11	-	144772224	144787317	0.0	0.0	0.0
100421776	NIPA2P4	NC_000008.11	-	81617147	81618245	0.0	0.0	0.0
100131980	ZNF705G	NC_000008.11	-	7355517	7385558	0.0	0.0	0.0
8767	RIPK2	NC_000008.11	+	89757816	89791064	0.0	0.0	0.0
106479164	RN7SKP155	NC_000008.11	+	123588759	123589046	0.0	0.0	0.0
100616318	MIR4664	NC_000008.11	-	143733083	143733153	0.0	0.0	0.0
10404	CPQ	NC_000008.11	+	96645242	97143501	0.0	0.0	0.0
64798	DEPTOR	NC_000008.11	+	119873722	120050918	0.0	0.0	0.0
100271089	RPS20P23	NC_000008.11	-	100776512	100776868	0.0	0.0	0.0
2053	EPHX2	NC_000008.11	+	27491143	27545564	0.0	0.0	0.0
100616348	MIR4659A	NC_000008.11	+	6745164	6745244	0.0	0.0	0.0
100310756	LOC100310756	NC_000008.11	-	143556819	143558271	0.0	0.0	0.0
105377777	LOC105377777	NC_000008.11	-	879171	883226	0.0	0.0	0.0
646708	LOC646708	NC_000008.11	-	23480987	23483716	0.0	0.0	0.0
124902089	LOC124902089	NC_000008.11	-	75892800	75892904	0.0	0.0	0.0
124902077	LOC124902077	NC_000008.11	-	143645910	143645969	0.0	0.0	0.0
29942	PURG	NC_000008.11	-	30995802	31033356	0.0	0.0	0.0
100129237	NPM1P21	NC_000008.11	-	56100911	56102361	0.0	0.0	0.0
109616982	SNORD77B	NC_000008.11	+	100004582	100004651	0.0	0.0	0.0
100616484	MIR4470	NC_000008.11	+	61714788	61714859	0.0	0.0	0.0
106481247	RNU6-220P	NC_000008.11	+	143350172	143350278	0.0	0.0	0.0
5368	PNOC	NC_000008.11	+	28338647	28343351	0.0	0.0	0.0
100861412	FSBP	NC_000008.11	-	94427716	94436944	0.0	0.0	0.0
27067	STAU2	NC_000008.11	-	73420369	73747480	0.0	0.0	0.0
104355217	ERICD	NC_000008.11	+	140634235	140638283	0.0	0.0	0.0
106480733	CYP4F44P	NC_000008.11	+	43539973	43540927	0.0	0.0	0.0
203190	LGI3	NC_000008.11	-	22146830	22156806	0.0	0.0	0.0
157855	KCNU1	NC_000008.11	+	36784374	36936125	0.0	0.0	0.0
106480046	RNU6-1092P	NC_000008.11	+	100683488	100683574	0.0	0.0	0.0
54212	SNTG1	NC_000008.11	+	49909796	50796692	0.0	0.0	0.0
642320	RPL36AP31	NC_000008.11	+	86016786	86017178	0.0	0.0	0.0
63978	PRDM14	NC_000008.11	-	70051651	70071252	0.0	0.0	0.0
100422921	MIR3149	NC_000008.11	-	76966768	76966850	0.0	0.0	0.0
653333	FAM86B2	NC_000008.11	-	12424421	12436400	0.0	0.0	0.0
100500912	MIR3674	NC_000008.11	+	1801125	1801192	0.0	0.0	0.0
10407	SPAG11B	NC_000008.11	-	7447754	7463542	0.0	0.0	0.0
1191	CLU	NC_000008.11	-	27596917	27614700	0.0	0.0	0.0
4856	CCN3	NC_000008.11	+	119416446	119424434	0.0	0.0	0.0
286077	FAM83H	NC_000008.11	-	143723933	143733779	0.0	0.0	0.0
100421256	LOC100421256	NC_000008.11	+	140039758	140040273	0.0	0.0	0.0
109623480	SNORD173	NC_000008.11	+	103308978	103309081	0.0	0.0	0.0
100873507	RNA5SP251	NC_000008.11	+	3700492	3700628	0.0	0.0	0.0
441376	AARD	NC_000008.11	+	116938207	116944487	0.0	0.0	0.0
56943	ENY2	NC_000008.11	+	109334347	109345954	0.0	0.0	0.0
1587	ADAM3A	NC_000008.11	-	39451045	39522989	0.0	0.0	0.0
157708	SEC11B	NC_000008.11	-	54522490	54523379	0.0	0.0	0.0
113218497	MIR9903	NC_000008.11	-	98393645	98393738	0.0	0.0	0.0
106479427	RN7SL563P	NC_000008.11	-	101397636	101397924	0.0	0.0	0.0
441332	FAM90A24P	NC_000008.11	-	8019426	8024658	0.0	0.0	0.0
55145	THAP1	NC_000008.11	-	42836674	42843325	0.0	0.0	0.0
84376	HOOK3	NC_000008.11	+	42896978	43030535	0.0	0.0	0.0
100533620	TUBBP7	NC_000008.11	-	96126614	96127802	0.0	0.0	0.0
124900268	LOC124900268	NC_000008.11	-	133644598	133644725	0.0	0.0	0.0
100271114	RPS26P34	NC_000008.11	+	81627247	81627799	0.0	0.0	0.0
101928108	LY6L	NC_000008.11	+	143080630	143083486	0.0	0.0	0.0
392193	RPL19P13	NC_000008.11	+	11255990	11256678	0.0	0.0	0.0
107133488	MTND4LP27	NC_000008.11	+	67586957	67587099	0.0	0.0	0.0
100271196	RPL31P40	NC_000008.11	-	68293537	68293816	0.0	0.0	0.0
110596867	PPIAP85	NC_000008.11	+	58503555	58504248	0.0	0.0	0.0
83955	NACA4P	NC_000008.11	+	101368893	101369595	0.0	0.0	0.0
102465978	MIR6850	NC_000008.11	-	144791931	144791991	0.0	0.0	0.0
57210	SLC45A4	NC_000008.11	-	141207174	141228574	0.0	0.0	0.0
7564	ZNF16	NC_000008.11	-	144930358	144950880	0.0	0.0	0.0
100616115	MIR4469	NC_000008.11	-	42896197	42896275	0.0	0.0	0.0
100431174	LOC100431174	NC_000008.11	-	15688633	15689638	0.0	0.0	0.0
392194	OR7E158P	NC_000008.11	-	11919896	11920795	0.0	0.0	0.0
552859	LINC00251	NC_000008.11	-	65161145	65180340	0.0	0.0	0.0
2260	FGFR1	NC_000008.11	-	38411143	38468635	0.0	0.0	0.0
101929622	LOC101929622	NC_000008.11	+	37717579	37733493	0.0	0.0	0.0
50807	ASAP1	NC_000008.11	-	130052104	130443674	0.0	0.0	0.0
862	RUNX1T1	NC_000008.11	-	91954967	92103385	0.0	0.0	0.0
106481116	RN7SL709P	NC_000008.11	+	37908738	37909037	0.0	0.0	0.0
100130392	RPL9P20	NC_000008.11	-	17150203	17150909	0.0	0.0	0.0
124900269	LOC124900269	NC_000008.11	+	130162972	130163127	0.0	0.0	0.0
100419074	AK3P2	NC_000008.11	-	143057258	143057847	0.0	0.0	0.0
100132813	SYBU-AS1	NC_000008.11	+	109644129	109650728	0.0	0.0	0.0
102724623	LINC01414	NC_000008.11	-	63856943	64368558	0.0	0.0	0.0
317686	MAPK6P1	NC_000008.11	+	53536317	53541566	0.0	0.0	0.0
5108	PCM1	NC_000008.11	+	17922988	18029948	0.0	0.0	0.0
124902090	LOC124902090	NC_000008.11	+	70604532	70604637	0.0	0.0	0.0
104266958	LINC01151	NC_000008.11	-	122670385	122694106	0.0	0.0	0.0
102723701	LOC102723701	NC_000008.11	-	37734761	37737426	0.0	0.0	0.0
392196	LOC392196	NC_000008.11	-	12127858	12129297	0.0	0.0	0.0
106481772	RNU6-607P	NC_000008.11	+	37668898	37669005	0.0	0.0	0.0
101927752	CLN8-AS1	NC_000008.11	-	1761963	1764584	0.0	0.0	0.0
101929229	PINX1-DT	NC_000008.11	+	10840026	10846509	0.0	0.0	0.0
91147	TMEM67	NC_000008.11	+	93754844	93819238	0.0	0.0	0.0
575	ADGRB1	NC_000008.11	+	142449649	142545007	0.0	0.0	0.0
100131013	LOC100131013	NC_000008.11	+	54696383	54697323	0.0	0.0	0.0
4683	NBN	NC_000008.11	-	89933331	89984667	0.0	0.0	0.0
101929237	LOC101929237	NC_000008.11	+	22877972	22888022	0.0	0.0	0.0
26138	LINC00588	NC_000008.11	+	57279543	57284731	0.0	0.0	0.0
106481702	SNRPCP17	NC_000008.11	-	8116713	8116949	0.0	0.0	0.0
84197	POMK	NC_000008.11	+	43093515	43123434	0.0	0.0	0.0
102725080	LOC102725080	NC_000008.11	+	13629690	13632576	0.0	0.0	0.0
646721	SINHCAFP3	NC_000008.11	-	23634875	23635649	0.0	0.0	0.0
5339	PLEC	NC_000008.11	-	143915153	143976745	0.0	0.0	0.0
106480760	RNA5SP253	NC_000008.11	-	12087396	12087445	0.0	0.0	0.0
124902085	LOC124902085	NC_000008.11	-	9866907	9867010	0.0	0.0	0.0
101409254	LINC00681	NC_000008.11	+	12794240	12818291	0.0	0.0	0.0
100630919	LOC100630919	NC_000008.11	+	33523096	33523673	0.0	0.0	0.0
100271703	HAUS1P3	NC_000008.11	-	72618511	72619612	0.0	0.0	0.0
349198	CYCSP3	NC_000008.11	-	33969561	33969878	0.0	0.0	0.0
100288181	LNCOC1	NC_000008.11	-	142702252	142726973	0.0	0.0	0.0
389690	MROH5	NC_000008.11	-	141433825	141507229	0.0	0.0	0.0
100128132	TMCC1P1	NC_000008.11	-	105194700	105197505	0.0	0.0	0.0
392242	REXO1L8P	NC_000008.11	-	85642530	85643665	0.0	0.0	0.0
100419761	LOC100419761	NC_000008.11	+	13741810	13742978	0.0	0.0	0.0
64236	PDLIM2	NC_000008.11	+	22578741	22598026	0.0	0.0	0.0
96764	TGS1	NC_000008.11	+	55773446	55826445	0.0	0.0	0.0
389692	MAFA	NC_000008.11	-	143428064	143430732	0.0	0.0	0.0
266723	PSMC6P1	NC_000008.11	-	56049679	56051216	0.0	0.0	0.0
100419762	LOC100419762	NC_000008.11	+	87867610	87868429	0.0	0.0	0.0
100288470	REXO1L11P	NC_000008.11	+	85735314	85735508	0.0	0.0	0.0
106481391	RNU6-663P	NC_000008.11	-	32911493	32911598	0.0	0.0	0.0
100271256	RPS3AP31	NC_000008.11	+	8095922	8096770	0.0	0.0	0.0
137994	LETM2	NC_000008.11	+	38386476	38409527	0.0	0.0	0.0
100616451	MIR4471	NC_000008.11	+	100382763	100382845	0.0	0.0	0.0
286190	LACTB2-AS1	NC_000008.11	+	70608577	70663279	0.0	0.0	0.0
392264	LOC392264	NC_000008.11	-	119479978	119481451	0.0	0.0	0.0
6591	SNAI2	NC_000008.11	-	48917598	48921429	0.0	0.0	0.0
340393	TMEM249	NC_000008.11	-	144353228	144354931	0.0	0.0	0.0
100129377	RPL23P9	NC_000008.11	-	104981137	104984885	0.0	0.0	0.0
619373	MBOAT4	NC_000008.11	-	30131671	30144665	0.0	0.0	0.0
100286746	LOC100286746	NC_000008.11	-	118982007	118982941	0.0	0.0	0.0
100271155	RPL17P30	NC_000008.11	+	42101318	42101840	0.0	0.0	0.0
4061	LY6E	NC_000008.11	+	143018529	143022409	0.0	0.0	0.0
3084	NRG1	NC_000008.11	+	31639245	32774046	0.0	0.0	0.0
105375706	LINC02237	NC_000008.11	+	111376639	111470617	0.0	0.0	0.0
10086	HHLA1	NC_000008.11	-	132061480	132111157	0.0	0.0	0.0
101929470	LOC101929470	NC_000008.11	-	29815004	29828504	0.0	0.0	0.0
106479335	RN7SL308P	NC_000008.11	-	80776666	80776962	0.0	0.0	0.0
102466749	MIR6849	NC_000008.11	-	144400277	144400345	0.0	0.0	0.0
100422271	PSMC2P2	NC_000008.11	+	84678749	84679843	0.0	0.0	0.0
106480829	RNU7-174P	NC_000008.11	+	80560567	80560625	0.0	0.0	0.0
106481629	RNU1-124P	NC_000008.11	+	43073474	43073618	0.0	0.0	0.0
105379393	KAT6A-AS1	NC_000008.11	+	42051750	42104987	0.0	0.0	0.0
100420532	LOC100420532	NC_000008.11	-	47546808	47547925	0.0	0.0	0.0
106480042	RNU6-1084P	NC_000008.11	-	11392411	11392517	0.0	0.0	0.0
106481707	CARS1P2	NC_000008.11	-	114791653	114791929	0.0	0.0	0.0
728430	FAM90A20P	NC_000008.11	+	7293354	7298584	0.0	0.0	0.0
137886	UBXN2B	NC_000008.11	+	58411361	58451501	0.0	0.0	0.0
124902080	LOC124902080	NC_000008.11	-	123266642	123266745	0.0	0.0	0.0
5375	PMP2	NC_000008.11	-	81440326	81447439	0.0	0.0	0.0
650747	IMPA1P1	NC_000008.11	-	81603884	81631277	0.0	0.0	0.0
169166	SNX31	NC_000008.11	-	100572874	100618405	0.0	0.0	0.0
729689	FAM90A2P	NC_000008.11	-	12173454	12177267	0.0	0.0	0.0
105375843	XKR4-AS1	NC_000008.11	-	55517187	55520978	0.0	0.0	0.0
102724708	ARFGEF1-DT	NC_000008.11	+	67343834	67491868	0.0	0.0	0.0
5862	RAB2A	NC_000008.11	+	60516910	60623644	0.0	0.0	0.0
106481285	RNU6-336P	NC_000008.11	+	22434391	22434497	0.0	0.0	0.0
124902081	LOC124902081	NC_000008.11	+	122671291	122671394	0.0	0.0	0.0
7991	TUSC3	NC_000008.11	+	15540087	15766649	0.0	0.0	0.0
100507516	LINC02984	NC_000008.11	-	53511779	53523965	0.0	0.0	0.0
392197	USP17L7	NC_000008.11	-	12132417	12134099	0.0	0.0	0.0
100288971	ADI1P2	NC_000008.11	-	102687953	102688932	0.0	0.0	0.0
100847056	MIR5708	NC_000008.11	+	80241389	80241473	0.0	0.0	0.0
103689844	LINC01288	NC_000008.11	+	34783921	34864798	0.0	0.0	0.0
101929709	RIPK2-DT	NC_000008.11	-	89717399	89757711	0.0	0.0	0.0
10863	ADAM28	NC_000008.11	+	24294069	24359014	0.0	0.0	0.0
101927221	UBR5-DT	NC_000008.11	+	102239451	102252174	0.0	0.0	0.0
7163	TPD52	NC_000008.11	-	80031082	80171564	0.0	0.0	0.0
124902082	LOC124902082	NC_000008.11	-	9931720	9931823	0.0	0.0	0.0
137290	MRPL9P1	NC_000008.11	-	76602827	76603873	0.0	0.0	0.0
6101	RP1	NC_000008.11	+	54559185	54871234	0.0	0.0	0.0
106480396	RNU6-628P	NC_000008.11	+	123262843	123262949	0.0	0.0	0.0
148	ADRA1A	NC_000008.11	-	26748150	26865655	0.0	0.0	0.0
109616980	SNORD65B	NC_000008.11	+	41426655	41426727	0.0	0.0	0.0
100420845	LOC100420845	NC_000008.11	-	83099976	83100846	0.0	0.0	0.0
111188157	LYNX1-SLURP2	NC_000008.11	-	142764338	142777872	0.0	0.0	0.0
100422272	NPM1P52	NC_000008.11	+	103016652	103017607	0.0	0.0	0.0
648729	RPS15AP24	NC_000008.11	-	30117340	30117809	0.0	0.0	0.0
124902083	LOC124902083	NC_000008.11	-	58662241	58662344	0.0	0.0	0.0
157378	TMEM65	NC_000008.11	-	124306189	124372701	0.0	0.0	0.0
432355	SLURP2	NC_000008.11	-	142764338	142769828	0.0	0.0	0.0
203102	ADAM32	NC_000008.11	+	39107529	39284917	0.0	0.0	0.0
103021165	CASC19	NC_000008.11	-	127187785	127197627	0.0	0.0	0.0
3551	IKBKB	NC_000008.11	+	42271302	42332460	0.0	0.0	0.0
100287846	LOC100287846	NC_000008.11	+	47189307	47193262	0.0	0.0	0.0
103164619	PCAT2	NC_000008.11	-	127072694	127082221	0.0	0.0	0.0
286065	MAPK6P4	NC_000008.11	-	46971328	46975397	0.0	0.0	0.0
728587	LOC728587	NC_000008.11	-	46870809	46872059	0.0	0.0	0.0
100129398	LPGAT1P1	NC_000008.11	-	30983270	30984321	0.0	0.0	0.0
54108	CHRAC1	NC_000008.11	+	140511322	140517154	0.0	0.0	0.0
644103	RPL29P18	NC_000008.11	+	105011067	105011682	0.0	0.0	0.0
100189398	TRA-AGC8-2	NC_000008.11	+	66114189	66114261	0.0	0.0	0.0
340443	RPS5P5	NC_000008.11	+	80300797	80301536	0.0	0.0	0.0
100270982	RPL30P10	NC_000008.11	+	57392546	57392882	0.0	0.0	0.0
105375847	CERNA3	NC_000008.11	+	56074592	56075274	0.0	0.0	0.0
392221	CHCHD2P10	NC_000008.11	-	54191285	54192054	0.0	0.0	0.0
50484	RRM2B	NC_000008.11	-	102204501	102238961	0.0	0.0	0.0
27319	BHLHE22	NC_000008.11	+	64580365	64583627	0.0	0.0	0.0
503618	DEFB104B	NC_000008.11	-	7470308	7475082	0.0	0.0	0.0
3620	IDO1	NC_000008.11	+	39913891	39928790	0.0	0.0	0.0
104326051	MAFA-AS1	NC_000008.11	+	143417679	143419150	0.0	0.0	0.0
54904	NSD3	NC_000008.11	-	38269704	38382271	0.0	0.0	0.0
23362	PSD3	NC_000008.11	-	18527303	18887057	0.0	0.0	0.0
6661	SOX5P1	NC_000008.11	-	87788224	87789710	0.0	0.0	0.0
109616983	SNORD3F	NC_000008.11	-	20614829	20614926	0.0	0.0	0.0
619418	FAM90A21P	NC_000008.11	-	7563788	7569019	0.0	0.0	0.0
7993	UBXN8	NC_000008.11	+	30744164	30767006	0.0	0.0	0.0
100505477	LINC01602	NC_000008.11	+	57978358	57984126	0.0	0.0	0.0
100271467	RPL23AP55	NC_000008.11	+	23206908	23207416	0.0	0.0	0.0
10940	POP1	NC_000008.11	+	98117293	98159835	0.0	0.0	0.0
100847058	MIR5681A	NC_000008.11	+	74548543	74548617	0.0	0.0	0.0
51105	PHF20L1	NC_000008.11	+	132775388	132848807	0.0	0.0	0.0
392266	LOC392266	NC_000008.11	+	123288332	123291480	0.0	0.0	0.0
619554	MIR486-1	NC_000008.11	-	41660441	41660508	0.0	0.0	0.0
7419	VDAC3	NC_000008.11	+	42391761	42405937	0.0	0.0	0.0
724068	DEFA11P	NC_000008.11	-	7028601	7029489	0.0	0.0	0.0
100289448	REXO1L12P	NC_000008.11	+	85714947	85715940	0.0	0.0	0.0
124902087	LOC124902087	NC_000008.11	-	112563875	112563976	0.0	0.0	0.0
3574	IL7	NC_000008.11	-	78732772	78805463	0.0	0.0	0.0
100128627	CDC42P3	NC_000008.11	+	142995828	142997663	0.0	0.0	0.0
124900260	LOC124900260	NC_000008.11	-	5128279	5128412	0.0	0.0	0.0
100302185	MIR1204	NC_000008.11	+	127795962	127796028	0.0	0.0	0.0
106481869	RNU6ATAC41P	NC_000008.11	-	100739806	100739927	0.0	0.0	0.0
203069	R3HCC1	NC_000008.11	+	23288092	23296279	0.0	0.0	0.0
124902094	LOC124902094	NC_000008.11	+	103665295	103665394	0.0	0.0	0.0
100422992	MIR3151	NC_000008.11	+	103154614	103154689	0.0	0.0	0.0
